0,1,2,3,4
1e-08,0.0,0.0,0.0,0.0
1e-08,0.057499457989206304,0.07678090418313396,0.08330023008680457,0.08561354245657835
1e-08,0.11316791981521042,0.15005461690883556,0.16269140098297905,0.16720387426018524
1e-08,0.1659930298120574,0.21854444407806317,0.23665470844285869,0.24314894456161362
1e-08,0.21547462882703564,0.28191300223108895,0.3048355680187831,0.3130690549596733
1e-08,0.25710028594970474,0.33476675304643977,0.3615078777943393,0.37111342796402086
