Fitness_Per_Cycle,Error_Fitness,Cell_Number,Error_Cell_Number,Log_Likelihood_Value,Mean_Fitness,Kappa_Value,Inference_Time
0.06414288041024263,0.0888363910936934,160.0706149560102,16.293683099355434,-4.645731857700667,0.0,2.5,136.81222
-0.3495583397914905,0.16433778998067766,115.87879852187837,14.558113709350334,-4.6430514188475245,0.3504592110252877,2.5,145.81221
1.082864771169472,0.023514566006140814,135.88128642836622,10.12254371520276,-13.511542821922177,0.7061019332294272,2.5,
-0.23152722092590655,0.16864489654670353,91.17005848822924,12.944049478612945,-4.43009626075229,1.0651451734410602,2.5,
0.08775984316891447,0.10513547123367392,105.24664502317292,13.055789437452926,-5.17981126569656,1.3662814784741957,2.5,
0.6279941379247378,0.05089406293540597,112.97338268191248,11.72779213898882,-5.315702660215474,1.5657601826527017,2.5,
-0.7597882473029468,0.23733150777580939,109.97341222252244,14.36721894676929,-4.460494512727097,,,
-0.5092314409709573,0.17194149663895364,139.19801670100586,16.049992225903207,-4.149958253026826,,,
-0.15841423798218793,0.14017271942739415,101.85743010185907,13.266068295948521,-4.615757706241179,,,
-0.21599256274826117,0.1367048080730269,120.57008720970519,14.530828960372041,-4.946643741132061,,,
-0.9948772665133693,0.27117837478857065,123.84742091418312,15.368482225157008,-4.854599470535701,,,
-0.32761288326284255,0.20059146316985885,72.33231641595103,11.409191505342294,-4.974800438610391,,,
-0.4645454596400054,0.1879320311995326,106.36472913013378,13.964215396992591,-4.161638697698492,,,
0.18236535501962128,0.07417948646177938,181.34662073634382,17.119058114845846,-4.448457561871394,,,
-1.4379647032237755,0.3761007414280342,127.99192225979743,15.790184128478629,-3.895245833729157,,,
-0.6178485101113999,0.20524490950150465,128.54900206121363,15.678437280710941,-4.567204756422627,,,
0.4335070555231198,0.07409141656340959,92.47688385437098,11.41239588678964,-4.427008948713383,,,
0.7906061243607886,0.043688855863991044,92.88575824509368,9.819952091639307,-8.712403146227263,,,
-1.2605069758890044,0.3762027127085514,106.1883155598851,14.407420627503043,-3.9417574077450035,,,
0.23881233555394982,0.09414461465900971,88.80510505365513,11.619557592404448,-6.169781468203242,,,
-0.56072575000477,0.21587360176538548,99.81304171359845,13.66609906009804,-4.3413434051818465,,,
-0.8678354149664378,0.29485444835124486,94.89557455747925,13.53525133638131,-4.532505078123513,,,
-0.6406131298918201,0.2292371496232274,100.49554879422867,13.727705232021892,-4.153402248355746,,,
-0.3074580052418622,0.1636890147792333,108.69206075202717,14.086934937031396,-3.9227931144041817,,,
0.3880597895828861,0.08693704190307192,71.01536160678823,10.009627485503145,-6.3416521876427066,,,
0.06640256360765343,0.11327463855789247,94.46398058882818,12.398231773424152,-4.562770123132645,,,
-0.007053884672043878,0.11845460146149801,101.39433435157103,12.972901194469072,-5.49499005162791,,,
-0.3168891432434784,0.16678503535170558,102.6508250290592,13.60490867477407,-4.1677676708404965,,,
-0.2163712617792168,0.15946138911160918,89.59879079983233,12.543226981956396,-4.38445727653389,,,
-0.3024990609096717,0.15207618128946296,120.01873379792929,14.69035971480708,-4.330546848403189,,,
0.31798200964870926,0.06336046093735957,165.29613097215972,15.640656616952652,-6.186430066493148,,,
-0.4773393802093321,0.17755363806291713,129.98414424071075,15.60710461278478,-5.377980599757088,,,
-0.14578488763083844,0.13185695700777403,120.71917644792384,14.69439628288396,-4.862771838712167,,,
-0.357314640806929,0.19159510217237566,86.01144370354586,12.536081988265249,-3.717888110204542,,,
-0.01668157178807224,0.1360193345017251,82.17619420953676,11.800962879305105,-3.68445536118057,,,
-0.04965341991671096,0.13705189698663425,83.92181849989892,11.879254801750868,-4.826507212940573,,,
0.019975897779222422,0.1368485571734351,76.13388394527493,11.359749034213053,-4.417619268051366,,,
0.4400725222555984,0.06531578480780732,115.17452147432593,12.67063993322964,-4.883616025858663,,,
-0.3289914296090755,0.16341897354759638,104.72494115963964,13.641556248787126,-5.571464800048409,,,
0.6833693511341281,0.04495547219875954,124.85577669052417,12.115571775314539,-6.12522097130433,,,
-0.3002787599115488,0.2153406915386601,60.78789150386154,10.496840143375165,-3.5698870525399324,,,
-0.4622493185747341,0.16842611074397412,135.08954474562213,15.805165637190344,-4.090386136794387,,,
-0.2814924697441229,0.16582565578955086,97.59802891220583,13.237056858286381,-5.518127315779729,,,
-0.048304225234742586,0.1389400302297718,83.1055859835207,11.857333200198328,-4.138187434424278,,,
-0.04970932861421185,0.1408591839290077,86.44195042031552,12.3203822924267,-4.071194502816661,,,
0.4734479970864228,0.06095961187971901,119.14566333825101,12.69058732575892,-5.96706457933951,,,
0.4945715102546073,0.074467693067648,79.12606462732491,10.384405406887886,-3.5796220607820493,,,
-0.021836507287766146,0.14281958426006403,71.03432917791875,10.859181258654488,-4.803959447492756,,,
-0.3083794026101876,0.1687694891330326,90.80698373668044,12.603184897985757,-5.833561378799038,,,
-0.09517844452548815,0.17732973779933917,57.66566725825393,9.981287071638915,-3.8350359161837555,,,
0.498957088100702,0.06020543041155592,115.97927448352486,12.526981310664597,-4.9531403381278984,,,
-0.2084024291313022,0.1651362817705292,80.66028837390085,11.851848350837447,-5.811034046756427,,,
-0.9784623976334225,0.32591206947192003,80.44628310606099,12.32308034203946,-4.489926652045999,,,
-0.6375466659149621,0.22230554394233099,105.69641104753616,14.073932746087383,-4.022248047053943,,,
-0.8018279456258284,0.24585280744641558,107.76130043938974,14.18066748323033,-5.0161335554884445,,,
0.36173440846794264,0.10256076974624138,57.9280448901852,9.170831215294724,-4.424866380135227,,,
-0.2343835235445002,0.1523398986786601,102.45936582260158,13.456334691267765,-4.186503126650332,,,
0.9995695363908934,0.030943163213657192,104.41405963797638,9.36664028127925,-7.870038806761524,,,
0.19276842768821661,0.10207030235628378,88.22736810089009,11.788453980775033,-4.310458589972586,,,
-0.025225738882450263,0.12139140005919338,104.4287176430848,13.302871521176723,-4.257225520305866,,,
-0.3156953181214504,0.17186915813354495,94.97955423947988,13.04066286752142,-4.020260182005278,,,
0.3711867629431035,0.07365600342997634,102.77180412034063,12.085616076051325,-6.799258216024535,,,
-0.40455208129904846,0.1925854680001965,95.46682946034504,13.302350411837189,-4.344595976352928,,,
-0.491444455112132,0.22742656223366642,76.89742898637986,11.896510610387153,-3.9686433361086966,,,
0.14474193201274593,0.0996053712917728,109.45152590601715,13.436746652302912,-4.203833929629592,,,
-0.34422027577927405,0.18890822407631624,84.02173544345962,12.292045379242182,-3.9584748914842596,,,
0.5457144528060812,0.05570428318056725,118.99964588925228,12.455862719728552,-6.3846738877241815,,,
-0.29392239023674116,0.11866024183020023,193.54852998675204,18.657318724813255,-4.7414621014472,,,
-1.462096752900545,0.4011521145702295,110.9284616138625,14.669497795629054,-4.2391028806241735,,,
0.26080429983356723,0.08411058667389726,110.38526597353446,12.94176981387095,-5.18162518964666,,,
-1.4956635737656532,0.38901030566313183,130.74975897595274,15.977760373968936,-3.868318329375081,,,
0.6307742047253853,0.04460641925655109,142.33070703821056,13.098521489260406,-7.857263225088025,,,
0.8005768122059098,0.045193148862004213,82.5223855670224,9.187893424426392,-9.875700825460507,,,
-0.31752952340245105,0.1737586986718984,95.4634483055199,13.135374877480926,-3.8004268612002434,,,
-0.640813078345965,0.22538555852493125,102.51301626664765,13.844984331728277,-4.300402612344067,,,
-1.2167842509442852,0.3675480287433077,102.34957003140377,14.117526812994733,-3.632857088494379,,,
0.2779335178224414,0.06837162474677676,160.1174985269001,15.591091691941916,-5.285714945841878,,,
-0.3145278262476621,0.14435216464162431,140.28568879270185,15.991035602911523,-4.087754577804768,,,
-0.7296048730404061,0.24494608364312784,96.94709065078786,13.437704480618164,-4.411369409155469,,,
-0.27332542799688375,0.17594973760087507,83.55363927285747,12.197336324771607,-3.938635358533441,,,
0.9084226247687288,0.03672267069115429,90.44796160721371,9.089109450578967,-11.1006908318825,,,
0.06964688994413785,0.1139741050129144,97.69181415132378,12.761860586428677,-4.098821297534477,,,
0.021694023610552733,0.100795078088388,136.71128589308245,15.150315149161974,-4.091731694667271,,,
0.2741820214257829,0.08117560499356613,115.07333653702888,13.235575978846231,-4.740424574024836,,,
0.40095293943471666,0.07252255779316871,105.39004154703196,12.311956811714284,-5.973211080079919,,,
0.47122738689843147,0.06529247171714744,111.16134506957277,12.439252104569501,-3.8752546058576556,,,
-0.7456354995621296,0.2307797940492397,116.45307584137974,14.81608811583967,-4.030668993473209,,,
-0.3312619096937239,0.23090356234295928,53.101663345073135,9.714217509209185,-4.102847001359489,,,
-0.6709975981893439,0.20614170801944456,135.4847026537825,16.047005249220792,-3.866097505782014,,,
-0.5414912954612539,0.18696022387405425,118.98211388883244,14.761150164308654,-5.233678527612451,,,
0.45116990562864884,0.07031168991514847,95.70023693504905,11.455958736079081,-5.671289425228075,,,
-0.39130929300946204,0.19961270561379568,82.01458333374734,12.202394769532647,-3.8309939374291417,,,
-0.15306727191695205,0.18870095846563223,53.893176597952525,9.583433073288072,-4.645054839995527,,,
