Fitness,Cell_Number,Log_Likelihood_Value,Mean_Fitness,Kappa_Value,Inference_Time
0.08369527357397459,99.8090640546264,-3.09204741722097,0.0,2.5,82.35413
-0.012594993724962094,85.52188462918289,-3.3823613479657064,0.08561354245657835,2.5,98.84149
0.3484786316570291,125.7285509183541,-5.596773165071086,0.16720387426018524,2.5,100.49575
-0.019748004031456434,74.06123895334248,-3.9556151862071727,0.24314894456161362,2.5,94.61515
-0.05946381071943952,103.84233712240191,-6.564103756458632,0.3130690549596733,2.5,
0.2292875009186835,114.23920150696524,-5.4591446637673515,0.37111342796402086,2.5,
-0.14726662913169677,126.0918070498381,-4.782763892202625,,,
-0.09846280381670514,117.99570110003532,-5.795444552404882,,,
0.017341802523457787,113.0916404657367,-4.017921562215539,,,
-0.012075720563704215,89.76314022773373,-3.981933974870342,,,
-0.09750363968316086,97.8961444892651,-3.6348655256338636,,,
-0.01263075758981302,67.80081524553925,-3.122241036448277,,,
-0.02435788292339418,136.68120937626801,-4.197672421830574,,,
0.04656616578255853,158.25842259177475,-4.127103873397055,,,
-0.28743871727033055,124.71504232048437,-4.745864635076453,,,
-0.09364751244381772,167.89388279017246,-4.733381268460871,,,
0.143248427815598,103.33760948710179,-3.176712628060353,,,
0.26041233989553136,98.8996880243908,-5.953673689108608,,,
-0.17514847038541267,87.58371482773352,-4.123909064396499,,,
0.09150170682742347,84.4758955032259,-5.307551662389663,,,
-0.05654452749051518,79.99547821152169,-4.08780770637539,,,
-0.2092293238479971,96.12590429979407,-4.2898826422922225,,,
-0.053582678564451765,61.00173326450454,-3.1687726765486675,,,
-0.08128815454922317,101.46029622084605,-3.463661885040388,,,
0.08773526089205848,96.94092911497046,-5.226918644085961,,,
0.14534796638308184,84.7102694251424,-4.1006376070617545,,,
-0.028812357940945683,141.74739421007817,-4.54425549698077,,,
-0.022271528969038553,78.04973434673346,-3.314341723872272,,,
-0.027040801344848535,101.05378944781006,-4.022018660009648,,,
-0.025141068335576937,99.4391104471516,-3.317241688819885,,,
0.10394753026933577,166.8920432549058,-3.3527175116997916,,,
-0.09103266304749083,75.67726863651916,-4.891569914861173,,,
0.02996731176853497,103.84419008220617,-3.2451334007051043,,,
-0.009914310730201664,106.20000426166045,-2.9582442008380747,,,
0.033967438248057515,85.09333735030816,-2.6296623642685897,,,
-0.01842794606193996,107.61987797822576,-3.2305155445179454,,,
-0.04462659196449095,117.44685582869143,-3.870121112309688,,,
0.19634936660995128,91.29062361202433,-4.937018825565451,,,
-0.006344417284998427,82.31892592292193,-4.575351250199365,,,
0.20514540120230526,124.90241049214313,-3.7064577026526697,,,
-0.03148362531665422,94.72241702238327,-3.162243392008831,,,
-0.07955535259091662,78.3432358283736,-3.5080939594876064,,,
0.04315692443799515,55.51825063136108,-2.9208995894661474,,,
0.030272707591905486,70.65195913705513,-3.6622886373727233,,,
0.049993774442831686,54.63524487551221,-3.0516902531120342,,,
0.14637976346390547,98.90816276710682,-3.8932070760710915,,,
0.1445630475871055,103.96559281506596,-3.3079140089540124,,,
0.10514328254975815,45.9029107063329,-3.1520067535164644,,,
-0.0010333328745958266,74.84416072591084,-4.895890432253685,,,
-0.020421596817093293,67.74903641481957,-3.176945575086,,,
0.21370233477169442,96.19203470877711,-4.736758999493069,,,
0.012152152702255222,95.09726331237442,-2.7348589946442035,,,
-0.21307930805746014,106.86784646049674,-4.332631176065499,,,
-0.08213089693778602,74.06512221271652,-3.4458582702888596,,,
-0.058102966876119586,91.83463390197018,-3.3265936544749564,,,
0.19637555268942666,51.2289093287718,-3.5799603018099617,,,
-0.08077386209086398,140.69198890292773,-3.714536365569387,,,
0.329611179329076,92.96632449837087,-3.3365532096155115,,,
0.05355877674027037,124.25484359776998,-4.130693252589517,,,
0.005887090667404968,111.40472539946455,-3.002923294273138,,,
-0.005598102214463001,85.0679566827318,-3.1344446297436916,,,
0.11886094042663456,95.47479238770701,-3.4892046666063345,,,
-0.08534555756131425,90.17035374138787,-3.465697539781572,,,
-0.11769153292639184,122.08195001966156,-4.322393024654289,,,
0.08565175290366532,77.88751385830385,-2.9539030960471644,,,
0.03524230458843343,54.86205469122365,-2.5592794475181,,,
0.16956113770752407,132.39902386046467,-6.214823674434941,,,
0.002182929480395207,160.33947856977142,-4.680842660053195,,,
-0.36126508855171585,124.63768946933187,-5.2123712553215675,,,
0.03861889487731376,96.89487279110281,-3.5617034151567224,,,
-0.18620486894568766,95.3483663036261,-5.544845961244373,,,
0.21487225534229049,121.91508745597909,-4.780791046769712,,,
0.245878022083381,98.95751497514863,-3.5832191381991754,,,
0.004537020668163607,70.0166905656354,-3.140781438738551,,,
-0.1580803804609325,112.8947726495148,-3.928161479908755,,,
-0.1951929711233076,97.44287437337735,-4.2315426701042265,,,
0.11540797556724287,168.98576660996733,-4.670270600716227,,,
-0.01687310968602149,126.67746512618477,-3.144672342885953,,,
-0.07932412249114466,99.31658273390862,-4.276151887602588,,,
-0.026785703875363897,85.82652422426175,-3.1519501658552724,,,
0.30245657157624034,73.6781072452207,-3.5424697896748047,,,
0.10621574072838608,53.99462063855081,-5.857491470757145,,,
0.07508796535243158,138.87055855325562,-5.076272920267246,,,
0.10978173193792451,105.60487139595469,-3.727321973045643,,,
0.13161005360302863,76.24900736002667,-5.459354939179776,,,
0.17225184233878882,93.05165307166206,-3.054778317022966,,,
-0.07702049482292658,109.8088313872677,-3.6131458058126382,,,
-0.10705178754898481,72.77540274319425,-5.21654381478903,,,
-0.10243497735340233,88.95137935035143,-3.562375043061112,,,
-0.07520671224405112,104.13048232519604,-3.4763375324882904,,,
0.138514911385911,96.70191652128374,-5.223034854674464,,,
-0.06837591106138652,70.93483459331503,-3.283861693100286,,,
0.06968143179904765,31.110310684046038,-2.566875254270875,,,
-0.13363060791766032,145.01200495674897,-3.751528656615956,,,
0.010142325154773852,41.45259993952374,-2.9662537113391316,,,
0.09816574328266142,98.01756059429368,-5.267557345698646,,,
-0.03469681489024322,94.01091443719443,-3.624311629563379,,,
-0.02792597860550212,81.8939208672979,-3.5053976020112314,,,
0.047412051541856695,128.84854704335106,-3.3678455596931545,,,
0.0917893052331674,105.4011253730574,-3.068851760135365,,,
0.12111412779833566,108.3987064859176,-3.246193010887057,,,
0.04538898084950569,82.20835710098788,-4.191177534640815,,,
