Fitness,Log_Likelihood_Value,Mean_Fitness,Kappa_Value,Inference_Time
0.1067237659509523,-17.889490012060723,0.0,2.5,1.49681
0.021064629092882453,-15.061822685166966,0.11206969146886184,2.5,1.49299
0.30366832102662195,-34.6542517791159,0.18187235334602259,2.5,
0.01698277845881514,-14.74836867393941,0.2448241081941879,2.5,
-0.0680171474809673,-16.311511216606128,0.3027390750170408,2.5,
0.1975236014582323,-26.76091804592143,0.3520320143161239,2.5,
-0.18296636876603153,-14.737809724910118,,,
-0.14828346687458865,-16.00769279811343,,,
0.059288505030789716,-16.98923002993342,,,
-0.010719158354507704,-15.521875738898864,,,
-0.050099964497049634,-13.668081419505107,,,
0.037275355058901345,-14.371181273306494,,,
-0.0037516992990496247,-15.984730113657918,,,
0.04329403725536133,-18.50234015713562,,,
-1.0,-13.78921725786682,,,
-0.10832384961072494,-15.959339087157876,,,
0.1421119996208418,-19.792563439023144,,,
0.22972303836383795,-27.564301877177236,,,
-0.15201797916187515,-12.637671718312891,,,
0.10398540473026391,-20.409517446541415,,,
-0.008462486201406473,-14.195417436435104,,,
-0.18852623470653282,-12.620845038828922,,,
-0.019740405000735498,-13.210015640972337,,,
-0.054865150697749644,-13.908791179296799,,,
0.09614184543056463,-20.16296261647304,,,
0.13516921834977672,-20.273499519711386,,,
-0.03776686541631101,-16.645373669806833,,,
0.022713192286117692,-14.50201036807406,,,
-0.0016827024987426152,-14.941639497697977,,,
0.016183618619148705,-14.796599833520663,,,
0.10887721486449965,-20.055590386475885,,,
-0.12453112171903702,-14.443925344651536,,,
0.041723098123109384,-16.382691491557893,,,
0.023297056749485744,-15.117610408530563,,,
0.06288074159769241,-15.535602460229327,,,
0.00861446263492892,-15.17778849246383,,,
-0.013452636107236642,-15.542270839144486,,,
0.17623314472858842,-23.43517690375417,,,
-8.548186994007606e-05,-15.478303717831647,,,
0.18329286783800666,-22.197565174912974,,,
-4.053981861247136e-05,-14.723584864994063,,,
-0.05110654901538674,-13.847481283773284,,,
0.06572181711409279,-14.729321189767944,,,
0.06520843068436075,-15.985702723352505,,,
0.07948554721522375,-15.396614642038122,,,
0.1496554480387411,-20.543982718745614,,,
0.13859368502967426,-20.192862473134944,,,
0.113865154450816,-15.93130100954491,,,
0.011277941876218396,-15.795344925172845,,,
0.016627602158775456,-13.801843781063805,,,
0.19320101741160228,-24.522385216391278,,,
0.044527403879706336,-15.445784082066218,,,
-0.19023601270445578,-12.73625638238595,,,
-0.05524596921580986,-13.402407317367206,,,
-0.018031614948171702,-14.256635616670241,,,
0.17854143934728778,-20.60717288429871,,,
-0.05455597859494257,-14.546085441043065,,,
0.2883520797724646,-28.083131160779644,,,
0.07357239135794554,-18.42217458444887,,,
0.034939162950940975,-15.842096283405773,,,
0.028350421625457208,-14.954009258170299,,,
0.11309549658853353,-19.001848043178097,,,
-0.05915107471817454,-13.691305902467999,,,
-0.11047076152909428,-14.860264056092827,,,
0.11566783058280945,-17.190476568524517,,,
0.0747193769330774,-14.280608906969075,,,
0.15275505044187812,-23.614255212811283,,,
0.03386060164103554,-17.90020787844276,,,
-1.0,-13.009311775987058,,,
0.05581298916306274,-16.8700368291068,,,
-1.0,-14.365505504495392,,,
0.19178465093269045,-25.312471864551366,,,
0.2159893241512335,-24.33997936601922,,,
0.04818501814339979,-14.79579218326042,,,
-0.13587056857605212,-13.336059306803755,,,
-0.17178760193396111,-12.687340519685836,,,
0.11268556763605331,-20.972113954801916,,,
0.018941650205313423,-15.463043391859038,,,
-0.08634846595384071,-14.60236750872673,,,
0.015378783724715078,-14.443927740957399,,,
0.26061503974733957,-25.097312350141223,,,
0.10557633592197953,-19.373545533208198,,,
0.06723342870466761,-19.39570385973153,,,
0.12346157138008752,-19.643043355634944,,,
0.11643575105857246,-19.179847951640948,,,
0.16848394361815064,-20.255265293443102,,,
-0.04899142569484949,-14.695896434005878,,,
-1.0,-14.853659692285799,,,
-0.07513380036814976,-13.543054545679372,,,
-0.03251670777512083,-13.922955501260436,,,
0.1307204403626964,-22.279798065460497,,,
-0.019616102768253322,-13.283650468317347,,,
0.1034069286639834,-13.770544633714483,,,
-0.0953415474353313,-13.9814061864376,,,
0.06513049960747842,-13.297739520650715,,,
0.10965129801038798,-20.87904959719111,,,
0.005983357622316623,-14.363530172212723,,,
-0.0009726559061285906,-14.274156228317633,,,
0.06204638370882448,-17.49869815908401,,,
0.09822940631337046,-18.13302077741194,,,
0.11521219964468453,-19.166288645665887,,,
0.035639555947047374,-16.88094406563426,,,
-0.09320232588221848,-12.363787133801015,,,
0.11920867028624069,-20.2117557086363,,,
0.06980348326854316,-17.441689348861036,,,
0.10383407268337415,-19.592613678159324,,,
-0.05657186010552551,-14.797137611006551,,,
0.31035942347238166,-32.74585615059215,,,
-0.19849300736284617,-13.490097080576977,,,
0.11647065690914506,-17.186032584165122,,,
0.006275621942618005,-15.253392212732862,,,
-0.019820818341183197,-15.182278461522692,,,
0.10894046705276535,-18.911219299418686,,,
0.06212425493777776,-13.792002469230326,,,
-1.0,-11.728239297650227,,,
-0.03969745672260134,-13.107166013731067,,,
0.10553695322949315,-16.753551100823678,,,
0.26604658148308497,-25.834309646166982,,,
-0.10704016073347677,-12.397009996199632,,,
-0.03315959309438902,-15.087811999188677,,,
0.16110916872899506,-23.797119741545927,,,
0.08506896300061677,-18.25189025836246,,,
-0.043830948112358,-14.972341008468494,,,
-0.19630708635443103,-13.151256699386959,,,
-1.0,-14.174091177226998,,,
-0.2982787169396685,-14.707414680788865,,,
-0.12280968136557702,-13.46060391606499,,,
-0.1811667125948217,-12.711924070468985,,,
-1.0,-13.27953184414725,,,
0.026521203348302966,-15.250229548111978,,,
-0.10581609209241102,-13.339643524424481,,,
-0.0955033178478676,-13.859241977651735,,,
-0.030557558647137856,-12.905423249582718,,,
-0.09431310340452796,-11.919404232708423,,,
0.1518570928445827,-20.048874372157208,,,
0.20156552765387192,-22.492854386162055,,,
0.2566855076640418,-27.18510984381883,,,
0.11830029725736824,-17.209369574303462,,,
0.1253103764871676,-19.945477232978902,,,
0.2029984781481313,-22.724661086462046,,,
0.21814404318266722,-22.897480803017288,,,
0.201208365599308,-25.55705022895725,,,
0.16139662204580632,-21.94567337540794,,,
-0.1177151604379263,-14.26049388776314,,,
-1.0,-14.815260970577395,,,
0.06731529780318546,-20.12190840936657,,,
9.139611547149396e-05,-14.485971434664894,,,
-0.01334301661480487,-15.832728530286722,,,
-0.0742088636609138,-13.28218390809603,,,
-0.21718240000882022,-12.707633291804342,,,
0.1902634974316777,-23.491454915095012,,,
0.023064517664656944,-16.68352572687558,,,
-0.1873234654941565,-12.50213424807071,,,
0.010935773529479555,-16.2923293149134,,,
0.05265620578719665,-17.33594826523771,,,
0.06193786790246672,-18.569506982499927,,,
0.28206996355667474,-27.278464320954747,,,
0.021423825801459715,-14.452668833115371,,,
-0.15151297063715827,-13.730867387095675,,,
0.051056874217592925,-15.8657912981901,,,
-0.11457591569989373,-13.129631382939312,,,
0.05496616125357262,-16.551414373034117,,,
0.0025677327186202064,-15.532623860155763,,,
0.026962455605058673,-17.27843631792228,,,
-0.11848151043545894,-14.469061668851701,,,
0.08606530919233235,-18.46087162614991,,,
-0.03618627233999817,-15.962123500044765,,,
0.10685257752561315,-17.646693491928012,,,
0.019984021799409234,-15.140427251294572,,,
-0.025065749313185056,-13.40631198819434,,,
0.017664160164623733,-17.839843458246513,,,
-1.0,-14.873507319896387,,,
0.16670412982389737,-23.920312086620008,,,
0.10685594881210476,-16.298988582581583,,,
0.03040333442054198,-16.650067997446556,,,
-0.012626203241205522,-15.763392350376908,,,
0.04228739217220803,-15.781905835279286,,,
-0.16207861203974083,-12.662563772495016,,,
0.17197180156939082,-19.318123593404334,,,
-0.03683067080074267,-15.287656807712146,,,
0.10003204720738026,-23.181044043534847,,,
-0.015973323301002096,-14.766870573945884,,,
-0.008229624136846074,-15.411116201869639,,,
-0.04205766717196272,-13.635126554819522,,,
-0.14007232056396846,-14.17354242291718,,,
-0.030520241403742928,-15.756647000597184,,,
0.08637451394833769,-19.34660855783828,,,
-0.10756062165916509,-15.552543781335505,,,
-0.09658088856458381,-14.160141082055404,,,
-0.19862657577888349,-12.538395740259386,,,
0.023243721492710277,-16.45841540061149,,,
0.11596297688724658,-21.186077979324747,,,
0.08886120318268181,-18.625098274057255,,,
0.062141273293464604,-14.963668356223419,,,
-0.037703337167373265,-12.645054328179366,,,
0.12202155779316529,-20.53459202800535,,,
0.050571859915326305,-18.94739768691662,,,
-0.022633373450355355,-15.930532178726263,,,
